8.345782219036372812e-20 8.380183529396936701e-20 8.415264227868040300e-20 8.450196191282250326e-20 8.484954330781891082e-20 8.519572492196722595e-20 8.553982522839187224e-20 8.588244627512659686e-20 8.622378730988758382e-20 8.656416247111926863e-20 8.690302524960376574e-20 8.724096833016332852e-20 8.757804409458661384e-20 8.791432841698737783e-20 8.824923171720982092e-20 8.858506935485507056e-20 8.891969352281177703e-20 8.925394058887401428e-20 8.958778009732382245e-20 8.992114934981865061e-20 9.025378046023407078e-20 9.058494921608244003e-20 9.091342801443839835e-20 9.123674300284516670e-20 9.156478212868417138e-20 9.185869846408180224e-20 9.212630931001064683e-20 9.233383259659285553e-20 9.246626395958651000e-20 9.246464948989857299e-20 9.224608320235438397e-20 9.169471382920280704e-20 9.064308765270644314e-20 8.885296859972477377e-20 8.601734345018765406e-20 8.174136838073090876e-20 7.556022984831709644e-20 6.699554805775939659e-20 5.567667715902052480e-20 4.159573834672008749e-20
2.413943519406775762e-19 2.424331680916660127e-19 2.434699134680821948e-19 2.445041407301567426e-19 2.455356229673911616e-19 2.465890565634852247e-19 2.476130147618023997e-19 2.486424557772032523e-19 2.496541655021423671e-19 2.506668970932979287e-19 2.516763537662909628e-19 2.526806741346913267e-19 2.536573779697667425e-19 2.546506297557679160e-19 2.556617056319715063e-19 2.566453294588139450e-19 2.576034885623832599e-19 2.585744381867416712e-19 2.595422249983784339e-19 2.604995860939467830e-19 2.614536166342724991e-19 2.624036035535443673e-19 2.633248944485318507e-19 2.642236651291271151e-19 2.650810646400219887e-19 2.658657808813982078e-19 2.665262724378566600e-19 2.669777100821998484e-19 2.670773004111742528e-19 2.666214277254253235e-19 2.652819419756607526e-19 2.625759732522775694e-19 2.578317364813403479e-19 2.501207856516439749e-19 2.382303909546303535e-19 2.206911690107144324e-19 1.959945756318274794e-19 1.627430630385349134e-19 1.208318944890553077e-19 7.273163024555201379e-20
6.987553667704137313e-19 7.016901779163292220e-19 7.046109571266592617e-19 7.075251193311814527e-19 7.104346352802253297e-19 7.133342019002668434e-19 7.162240706327477239e-19 7.191140856047278449e-19 7.219971248038402295e-19 7.248763819189305458e-19 7.277516956648124271e-19 7.306167820925409344e-19 7.334881373723853404e-19 7.363560628762271999e-19 7.392216283436261590e-19 7.420846864981543987e-19 7.449448153408491867e-19 7.478081336558644524e-19 7.506591744540075436e-19 7.535023983733400975e-19 7.564133486124068491e-19 7.592113099542235024e-19 7.619608195618475175e-19 7.645435861238355966e-19 7.670403981675644985e-19 7.692403049231653796e-19 7.709478721843092042e-19 7.717778836586887931e-19 7.711969461552904081e-19 7.682978702795899679e-19 7.617640587926844099e-19 7.496556251087410303e-19 7.292402512519051479e-19 6.968851538781453404e-19 6.480463363169778562e-19 5.776333445636942872e-19 4.811641554884160508e-19 3.573460287386760237e-19 2.132476748134796267e-19 7.406497094581407208e-20
2.023253079408342325e-18 2.031968820919285916e-18 2.040530293796708420e-18 2.049144843851193518e-18 2.057721582466155221e-18 2.066253544796972877e-18 2.074575147592676392e-18 2.083017777660648643e-18 2.091406672652038095e-18 2.099959119199430381e-18 2.108071326711560145e-18 2.116323407737722567e-18 2.124529923207730181e-18 2.132751355646567242e-18 2.140859067165340688e-18 2.148928542920707105e-18 2.156980266263368442e-18 2.164995570097520136e-18 2.172970398185958149e-18 2.180945664977676437e-18 2.188821446007155821e-18 2.196502017571967576e-18 2.204056510355858718e-18 2.211248780960671925e-18 2.217800754919930828e-18 2.223175345553962624e-18 2.226501045679623914e-18 2.226327638978083342e-18 2.220325154400365520e-18 2.204940861646939122e-18 2.175003227047912017e-18 2.122195831336163375e-18 2.035835378253002997e-18 1.902548584132074764e-18 1.705921736184993359e-18 1.430564053736751471e-18 1.069672890989499042e-18 6.414771074622849154e-19 2.212386478267551336e-19 9.554856778381528239e-23
5.851388257024120229e-18 5.876195393969496409e-18 5.900958965872745967e-18 5.925693422335778060e-18 5.950392647618096880e-18 5.975093685501477700e-18 5.999691497687441973e-18 6.024294469421809949e-18 6.048863214406637617e-18 6.073394895695923365e-18 6.097938761039091936e-18 6.122330601062741556e-18 6.146758568528120873e-18 6.171105390474892285e-18 6.196013337740156012e-18 6.220214447685059816e-18 6.244330644928234850e-18 6.268402696428625702e-18 6.291690198640905645e-18 6.316033742977376324e-18 6.338834251711508809e-18 6.361776874325855804e-18 6.383871889888158035e-18 6.404619132310709793e-18 6.422275481110581300e-18 6.434999727266851959e-18 6.439280012079938582e-18 6.429022605477548581e-18 6.394834395751437578e-18 6.321798740815703833e-18 6.188267819001585174e-18 5.963278027677202996e-18 5.605422373704855156e-18 5.064292977118508234e-18 4.288357462141402075e-18 3.247164129798794510e-18 1.981467472989513045e-18 7.054853189386028475e-19 1.342789575074515639e-21 0.000000000000000000e+00
1.695006625536434078e-17 1.702173697793903770e-17 1.709125033323814921e-17 1.716338913348716883e-17 1.723297632712434720e-17 1.730336428344431356e-17 1.737330442753331897e-17 1.744286549700734727e-17 1.751228659122200776e-17 1.758142274981328222e-17 1.765026670621875559e-17 1.771882447297271290e-17 1.778722462238265284e-17 1.785545339396984574e-17 1.792352303532507553e-17 1.799145460118609131e-17 1.805925960131744089e-17 1.812691657334678691e-17 1.819517641119667680e-17 1.826229341204919931e-17 1.832858070209822673e-17 1.839237890528303064e-17 1.845404445751511443e-17 1.850983485786638221e-17 1.855478445660330244e-17 1.858206707087613694e-17 1.857250146429674439e-17 1.850388342880032687e-17 1.833496772979243566e-17 1.801066161354962355e-17 1.744144913835320144e-17 1.650660182885226962e-17 1.505184335106405165e-17 1.290846435433598173e-17 9.952298187077608721e-18 6.250489675406167894e-18 2.374986925273952311e-18 2.609718027546453907e-20 0.000000000000000000e+00 0.000000000000000000e+00
4.902327667626902799e-17 4.923404992647469885e-17 4.944444368137477425e-17 4.965436849658168136e-17 4.986378233441936065e-17 5.007969879847818082e-17 5.028589804759601755e-17 5.048857275961570153e-17 5.070054546668011244e-17 5.090642340771425868e-17 5.111165791148654105e-17 5.131591496325287164e-17 5.151452909934611111e-17 5.171663392600944453e-17 5.192242563311046578e-17 5.212254040056970281e-17 5.231735148350629281e-17 5.251460368489868555e-17 5.271010415413065968e-17 5.290395463540449201e-17 5.309301054684081761e-17 5.327465954520248429e-17 5.344390731547239162e-17 5.358658054111818739e-17 5.368358699934971524e-17 5.369857486406560897e-17 5.357013464645120488e-17 5.319819560337747530e-17 5.242438183120759160e-17 5.100898796122536951e-17 4.861047724468202156e-17 4.476938310717240139e-17 3.895023661589108342e-17 3.069039849943101211e-17 2.000149067721580764e-17 8.289931697775191322e-18 3.034421483560396915e-19 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.419181485521286235e-16 1.425140220051870593e-16 1.431076592975896214e-16 1.436987232225407834e-16 1.442889309063894400e-16 1.448774915408065543e-16 1.454644288154084438e-16 1.460489475713628413e-16 1.466343430542281429e-16 1.472180576238145626e-16 1.478082170200556499e-16 1.483816177128958452e-16 1.489633080446914007e-16 1.495448086353341442e-16 1.501255335176120804e-16 1.507056305043366350e-16 1.512847979134431235e-16 1.518638685891373431e-16 1.524382298648042452e-16 1.530062426448022541e-16 1.535780595339761821e-16 1.541053377207505018e-16 1.545802661223339467e-16 1.549390565320409282e-16 1.551275268646452342e-16 1.549787062785480549e-16 1.542429922729728043e-16 1.525088783021761053e-16 1.491374778278072830e-16 1.431714246011350714e-16 1.332881440074595045e-16 1.178264670169047161e-16 9.515955771669007747e-17 6.473292045227017597e-17 2.967369190402279456e-17 2.484998367811634898e-18 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.108898815822283055e-16 4.126608841174929952e-16 4.144037620784090189e-16 4.161560619010242361e-16 4.178997787722151976e-16 4.196353774205810292e-16 4.213279415549607684e-16 4.230457762391968088e-16 4.247527907832658007e-16 4.264879230428582147e-16 4.281436114482183930e-16 4.298238767221551852e-16 4.314925302590061335e-16 4.331564605881718494e-16 4.348127265522069048e-16 4.364528033652200381e-16 4.380866508795882879e-16 4.397060605397084764e-16 4.413323082502919112e-16 4.428940750123902835e-16 4.444145392951851525e-16 4.458093170129075444e-16 4.469982903659449597e-16 4.477768659685335643e-16 4.477914107051454749e-16 4.464285884783898619e-16 4.426595258069868238e-16 4.348206152542474746e-16 4.203450596402470532e-16 3.955109690230501159e-16 3.554551908743618802e-16 2.946194696470053931e-16 2.097814349414710488e-16 1.066168488652115775e-16 1.611544288510198580e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.188385785835472269e-15 1.193415471839070049e-15 1.198437690766370310e-15 1.203451870857187619e-15 1.208459547372084035e-15 1.213467502803955434e-15 1.218453822936268293e-15 1.223442491851518827e-15 1.228424727138959552e-15 1.233400109601774599e-15 1.238465596099856095e-15 1.243327524027521151e-15 1.248291666847746445e-15 1.253227902136138535e-15 1.258162735291658263e-15 1.263196256604289245e-15 1.268085288251908612e-15 1.272950575916157025e-15 1.277617741635006182e-15 1.282422725024577103e-15 1.286733823152684588e-15 1.290713533279101294e-15 1.293794762843857957e-15 1.295217902837850937e-15 1.293375365434423700e-15 1.285896594804656023e-15 1.268532321346278996e-15 1.234546312806599653e-15 1.173774877232854078e-15 1.072048022150777881e-15 9.122220069866291369e-16 6.801465476909350538e-16 3.821887774584258246e-16 8.909416611289059899e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
